rebalance_date,macro_source_date,configuration,evidence_id,prompt_mode,guard_enabled,p_memorized,parse_ok,steered,conviction,cpi_yoy_z,t10y2y_z,hy_oas_z,macro_state_norm,loading_inflation,loading_growth,loading_credit_stress,loading_policy,loading_risk_appetite,raw_view_tilt,applied_view_tilt,expected_attenuation,observed_attenuation,relation_error,allocation_status,bl_fallback_reason,target_effective_date,target_reconstruction_error,raw_tilt_SWDA_L,raw_tilt_XLK,raw_tilt_IAU,raw_tilt_BIL,applied_tilt_SWDA_L,applied_tilt_XLK,applied_tilt_IAU,applied_tilt_BIL,bl_q_SWDA_L,bl_q_XLK,bl_q_IAU,bl_q_BIL,hrp_base_weight_SWDA_L,hrp_base_weight_XLK,hrp_base_weight_IAU,hrp_base_weight_BIL,bl_weight_SWDA_L,bl_weight_XLK,bl_weight_IAU,bl_weight_BIL,target_weight_SWDA_L,target_weight_XLK,target_weight_IAU,target_weight_BIL,target_delta_SWDA_L,target_delta_XLK,target_delta_IAU,target_delta_BIL
2025-06-02,2025-05-31,factor_pit_unguarded_diagnostic_ext2026,78709ef2b347120e996289cd33a5eb262b860f0afeced93059d10494cc4fbef5,pit,False,0.61473370,True,True,0.54037024,-0.81187433,0.50898081,-0.67779851,1.17371726,-0.80000000,-0.20000000,-0.70000000,0.50000000,0.20000000,2.61000000,2.61000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-06-02,0.00000000,0.57000000,0.68000000,-1.10000000,-0.26000000,0.57000000,0.68000000,-1.10000000,-0.26000000,0.00122227,0.00145814,-0.00235876,-0.00055752,0.23454006,0.13243858,0.38302136,0.25000000,0.53358268,0.46641729,0.00000001,0.00000002,0.32425285,0.23263219,0.26811495,0.17500001,0.08971279,0.10019361,-0.11490640,-0.07499999
2025-07-01,2025-06-30,factor_pit_unguarded_diagnostic_ext2026,060f05d918392c39537aaabec43a466efa03707a554a06b9c94d3334f61436cf,pit,False,0.55991013,True,True,0.60497934,-0.70902910,0.50836963,-1.11809886,1.41820556,-0.70000000,0.60000000,-0.80000000,0.50000000,0.30000000,5.34000000,5.34000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-07-01,0.00000000,1.48000000,1.57000000,-1.46000000,-0.83000000,1.48000000,1.57000000,-1.46000000,-0.83000000,0.00355305,0.00376912,-0.00350504,-0.00199259,0.23486471,0.13280371,0.38233158,0.25000000,0.00000029,0.99999970,0.00000000,0.00000001,0.16440539,0.39296250,0.26763211,0.17500000,-0.07045933,0.26015880,-0.11469947,-0.07500000
2025-08-01,2025-07-31,factor_pit_unguarded_diagnostic_ext2026,1c5603e37623679243e8e4ef23d1910283c76a470a2c00a8f3382d39ae2deb2e,pit,False,0.58678198,True,True,0.58137767,-0.70441699,0.37723690,-1.21259063,1.45220074,-0.70000000,0.40000000,-0.80000000,0.20000000,0.60000000,6.00000000,6.00000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-08-01,0.00000000,1.55000000,1.76000000,-1.56000000,-1.13000000,1.55000000,1.76000000,-1.56000000,-1.13000000,0.00357593,0.00406042,-0.00359900,-0.00260697,0.23561267,0.13358030,0.38080703,0.25000000,0.00000004,0.99999996,0.00000000,0.00000000,0.16492888,0.39350620,0.26656492,0.17500000,-0.07068379,0.25992590,-0.11424211,-0.07500000
2025-09-01,2025-08-31,factor_pit_unguarded_diagnostic_ext2026,a420755e727ed26dcef5762ced9a90b209b6ffa817f5b08f74c61c3811c53501,pit,False,0.32109040,True,True,0.68805523,-0.63911605,0.68178670,-1.20301795,1.52333667,-0.64000000,0.85000000,-0.85000000,0.65000000,0.30000000,5.85500000,5.85500000,1.00000000,1.00000000,0.00000000,non_trading_rebalance_date,rebalance_date_not_in_price_calendar,2025-08-01,,1.70700000,1.74400000,-1.53200000,-0.87200000,1.70700000,1.74400000,-1.53200000,-0.87200000,0.00466076,0.00476178,-0.00418294,-0.00238089,0.23251017,0.13850317,0.37898666,0.25000000,,,,,0.16492888,0.39350620,0.26656492,0.17500000,-0.06758128,0.25500303,-0.11242174,-0.07500000
2025-10-01,2025-09-30,factor_pit_unguarded_diagnostic_ext2026,a0519177d026f904f6270ad9b942c2817006b04eb55d71d251ee2bd699151169,pit,False,0.00000017,True,True,0.54772256,-0.62151991,0.56507571,-1.23360061,1.49243694,-0.60000000,-0.40000000,-0.80000000,0.50000000,-0.30000000,0.96000000,0.96000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-10-01,0.00000000,0.09000000,0.03000000,-0.68000000,0.16000000,0.09000000,0.03000000,-0.68000000,0.16000000,0.00019562,0.00006521,-0.00147798,0.00034776,0.24165499,0.13882723,0.36951778,0.25000000,0.00000123,0.14613581,0.00000006,0.85386289,0.16915886,0.14101980,0.25866247,0.43115887,-0.07249613,0.00219258,-0.11085532,0.18115887
2025-11-03,2025-09-30,factor_pit_unguarded_diagnostic_ext2026,8063347088cb5a039015c147a1c956b61e61eddb29355efec4e848b156882410,pit,False,0.46976691,True,True,0.63274007,-0.62151991,0.56507571,-1.23360061,1.49243694,-0.62000000,0.75000000,0.57000000,-0.30000000,0.80000000,4.40400000,4.40400000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-11-03,0.00000000,1.05000000,1.51300000,-0.82700000,-1.01400000,1.05000000,1.51300000,-0.82700000,-1.01400000,0.00263642,0.00379895,-0.00207649,-0.00254603,0.20081312,0.15784568,0.39134120,0.25000000,0.00000000,0.99999999,0.00000000,0.00000000,0.14056919,0.41049197,0.27393884,0.17500000,-0.06024394,0.25264630,-0.11740236,-0.07500000
2025-12-01,2025-11-30,factor_pit_unguarded_diagnostic_ext2026,309f23fa533117c80959e0d2b8c72fc118f789e95a7270b50215b2cbe1f43391,pit,False,0.48228975,True,True,0.57096410,-0.69111505,0.56255000,-1.01778788,1.35277296,-0.70000000,0.30000000,-0.80000000,0.50000000,-0.40000000,2.69000000,2.69000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2025-12-01,0.00000000,0.76000000,0.71000000,-0.99000000,-0.23000000,0.76000000,0.71000000,-0.99000000,-0.23000000,0.00172196,0.00160867,-0.00224307,-0.00052112,0.20307491,0.15843775,0.38848734,0.25000000,0.25037532,0.74962464,0.00000001,0.00000003,0.21726503,0.33579382,0.27194114,0.17500001,0.01419012,0.17735607,-0.11654620,-0.07499999
2026-01-02,2025-12-31,factor_pit_unguarded_diagnostic_ext2026,f560dc108b4f5c91972376ff22e8bc38c5cd51cbc7f47ca0373058f9a9d74514,pit,False,0.49017750,True,True,0.70851958,-0.70784531,0.80110660,-1.13467400,1.55894254,-0.70000000,0.80000000,-0.80000000,0.70000000,-0.50000000,3.60000000,3.60000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-01-02,0.00000000,1.14000000,1.03000000,-1.12000000,-0.31000000,1.14000000,1.03000000,-1.12000000,-0.31000000,0.00320521,0.00289593,-0.00314898,-0.00087159,0.20458157,0.15822453,0.38719390,0.25000000,0.13526607,0.86473393,0.00000000,0.00000000,0.18378692,0.37017735,0.27103573,0.17500000,-0.02079465,0.21195282,-0.11615817,-0.07500000
2026-02-02,2026-01-31,factor_pit_unguarded_diagnostic_ext2026,c8c9a5a22322d7920840e81a5ed0649af6cdb7ac02eeffd7ef6b2c5d2bc7524d,pit,False,0.55955550,True,True,0.71414284,-0.81007724,0.85738412,-1.00790028,1.55151398,-0.80000000,0.60000000,-0.90000000,0.70000000,0.50000000,5.98000000,5.98000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-02-02,0.00000000,1.65000000,1.76000000,-1.69000000,-0.88000000,1.65000000,1.76000000,-1.69000000,-0.88000000,0.00467594,0.00498766,-0.00478929,-0.00249383,0.21384955,0.16539244,0.37075801,0.25000000,0.00000000,0.99999999,0.00000000,0.00000000,0.14969469,0.41577471,0.25953061,0.17500000,-0.06415486,0.25038227,-0.11122740,-0.07500000
2026-03-02,2026-02-28,factor_pit_unguarded_diagnostic_ext2026,662b5167d0f833c60f1a888ee5d0aadca6399c6fb04b3ac76023a12bb36b340b,pit,False,0.41617241,True,True,0.58991525,-0.90294874,0.66688902,-0.66695517,1.30571306,-0.80000000,0.60000000,0.70000000,0.50000000,0.00000000,1.03000000,1.03000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-03-02,0.00000000,0.13000000,0.34000000,-0.34000000,0.22000000,0.13000000,0.34000000,-0.34000000,0.22000000,0.00030432,0.00079592,-0.00079592,0.00051501,0.22419530,0.16692405,0.35888065,0.25000000,0.74749012,0.25250953,0.00000009,0.00000027,0.38118374,0.19259969,0.25121648,0.17500008,0.15698845,0.02567564,-0.10766417,-0.07499992
2026-04-01,2026-03-31,factor_pit_unguarded_diagnostic_ext2026,00d4f83d6fdceb83912a5f5d31560475997cae307529aca69f39f39abd18b14a,pit,False,0.35042804,True,True,0.50772040,-0.60091761,0.59567043,-0.44688480,0.95688623,-0.60000000,0.45000000,0.08000000,0.60000000,-0.60000000,0.73400000,0.73400000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-04-01,0.00000000,0.02600000,-0.02600000,-0.24400000,0.43800000,0.02600000,-0.02600000,-0.24400000,0.43800000,0.00005238,-0.00005238,-0.00049160,0.00088247,0.23516660,0.17559935,0.33923405,0.25000000,0.86449377,0.00000009,0.00000021,0.13550593,0.42396475,0.12291958,0.23746390,0.21565178,0.18879815,-0.05267978,-0.10177015,-0.03434822
2026-05-01,2026-03-31,factor_pit_unguarded_diagnostic_ext2026,03dd1ed7800d4faa65b73afe0e11bdbe6008264be9f52a89025ec9bc0b626920,pit,False,0.45231592,True,True,0.52535702,-0.60091761,0.59567043,-0.44688480,0.95688623,-0.60000000,0.50000000,-0.50000000,0.60000000,0.40000000,4.08000000,4.08000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-05-01,0.00000000,1.14000000,1.23000000,-1.17000000,-0.54000000,1.14000000,1.23000000,-1.17000000,-0.54000000,0.00237662,0.00256424,-0.00243916,-0.00112577,0.23660484,0.17627008,0.33712508,0.25000000,0.00000001,0.99999998,0.00000000,0.00000001,0.16562339,0.42338905,0.23598755,0.17500000,-0.07098145,0.24711897,-0.10113752,-0.07500000
2026-06-01,2026-03-31,factor_pit_unguarded_diagnostic_ext2026,f41387f03bc453cd708359b2bc5bd0249aea1870aff39f70784740ac0521d276,pit,False,0.53773076,True,True,0.48887626,-0.60091761,0.59567043,-0.44688480,0.95688623,-0.60000000,-0.15000000,-0.45000000,0.60000000,-0.50000000,1.11000000,1.11000000,1.00000000,1.00000000,0.00000000,bl_blend_applied,,2026-06-01,0.00000000,-0.09000000,-0.17500000,-0.42500000,0.42000000,-0.09000000,-0.17500000,-0.42500000,0.42000000,-0.00017460,-0.00033950,-0.00082449,0.00081479,0.23724461,0.17654264,0.33621274,0.25000000,0.78058497,0.00000001,0.00000005,0.21941496,0.40024672,0.12357985,0.23534894,0.24082449,0.16300211,-0.05296279,-0.10086381,-0.00917551
2019-01-02,2018-12-31,factor_nonpit_diagnostic_ext2026,efe16310ff000756a9c5b875253c09e91ed6cd6c44ea3e1e7ea6bd075aca9144,nonpit_diagnostic,True,0.62460401,True,True,0.84083292,0.55415989,-1.58715468,0.64765574,1.80155797,0.55000000,0.65000000,1.00000000,1.00000000,-0.90000000,5.90000000,2.21483635,0.37539599,0.37539599,0.00000000,bl_blend_applied,,2019-01-02,0.00000000,-1.15500000,-1.60000000,1.43000000,1.71500000,-0.43358237,-0.60063359,0.53681627,0.64380413,-0.00144671,-0.00200410,0.00179116,0.00214814,0.21607784,0.13994703,0.39397512,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.15125449,0.09796292,0.57578259,0.17500000,-0.06482335,-0.04198411,0.18180746,-0.07500000
2019-02-01,2019-01-31,factor_nonpit_diagnostic_ext2026,07b396e11b698239bce666677c236ed0145a98a45f0df5a10da6ed8cf814f840,nonpit_diagnostic,True,0.67300639,True,True,0.69439182,-0.03021485,-1.59932940,-0.18449514,1.61021921,-0.03000000,-0.80000000,0.80000000,0.70000000,-0.80000000,7.77000000,2.54074034,0.32699361,0.32699361,-0.00000000,bl_blend_applied,,2019-02-01,0.00000000,-2.12100000,-2.33200000,1.32600000,1.99100000,-0.69355345,-0.76254910,0.43359353,0.65104428,-0.00191110,-0.00210122,0.00119478,0.00179397,0.22149296,0.13409385,0.39441319,0.25000000,0.00000000,0.00000000,1.00000000,0.00000000,0.15504507,0.09386570,0.57608923,0.17500000,-0.06644789,-0.04022816,0.18167604,-0.07500000
2019-03-01,2019-02-28,factor_nonpit_diagnostic_ext2026,4e436e837de9a65cc898270b704d6fed88cd93d0779c935646abfde109296092,nonpit_diagnostic,True,0.89309922,True,True,0.64187226,-0.00219275,-1.51619788,-0.57582790,1.62186269,0.00000000,-0.50000000,0.90000000,-0.80000000,-0.60000000,4.16000000,0.44470726,0.10690078,0.10690078,0.00000000,bl_blend_applied,,2019-03-01,0.00000000,-1.34000000,-1.21000000,1.05000000,0.56000000,-0.14324705,-0.12934995,0.11224582,0.05986444,-0.00036487,-0.00032947,0.00028590,0.00015248,0.21837179,0.13370570,0.39792251,0.25000000,0.00000021,0.00000044,0.99999762,0.00000173,0.15286031,0.09359412,0.57854504,0.17500052,-0.06551147,-0.04011158,0.18062253,-0.07499948
2019-04-01,2019-03-31,factor_nonpit_diagnostic_ext2026,0622238b905217f13e430b59db38347865c1bd9d6bd7afe5987d10c22935d7b9,nonpit_diagnostic,True,0.66317368,True,True,0.60149813,0.40735864,-1.60580403,-0.46845828,1.72162737,0.41000000,-0.47000000,0.90000000,0.50000000,-0.60000000,7.10000000,2.39146686,0.33682632,0.33682632,0.00000000,bl_blend_applied,,2019-04-01,0.00000000,-1.82300000,-2.07600000,1.49600000,1.70500000,-0.61403438,-0.69925144,0.50389217,0.57428887,-0.00146564,-0.00166904,0.00120274,0.00137077,0.21385623,0.13225313,0.40389065,0.25000000,0.00000001,0.00000001,0.99999995,0.00000004,0.14969936,0.09257719,0.58272344,0.17500001,-0.06415687,-0.03967594,0.17883279,-0.07499999
2019-05-01,2019-04-30,factor_nonpit_diagnostic_ext2026,fa681a6e4aaa9308757c439db2bb3f2003b5fd8d0136327841624b625d75c5d9,nonpit_diagnostic,True,0.66351016,True,True,0.77254126,0.54134103,-1.40160296,-0.74660398,1.67778380,0.54000000,-0.75000000,-1.00000000,-0.70000000,-0.80000000,1.47600000,0.49665901,0.33648984,0.33648984,-0.00000000,bl_blend_applied,,2019-05-01,0.00000000,-0.38200000,-0.66400000,0.36200000,-0.06800000,-0.12853912,-0.22342925,0.12180932,-0.02288131,-0.00039405,-0.00068495,0.00037342,-0.00007015,0.21199891,0.12964318,0.40835791,0.25000000,0.00000001,0.00000000,0.99999998,0.00000001,0.14839924,0.09075022,0.58585053,0.17500000,-0.06359967,-0.03889295,0.17749262,-0.07500000
2019-06-03,2019-05-31,factor_nonpit_diagnostic_ext2026,44f50bf3e7397ccf33275caeac5b2412a761de848685d308c3a97d170b15da98,nonpit_diagnostic,True,0.56758252,True,True,0.63718129,0.31657087,-1.46124673,-0.01352818,1.49520638,0.30000000,0.00000000,0.90000000,0.70000000,-0.80000000,6.31000000,2.72855433,0.43241748,0.43241748,0.00000000,bl_blend_applied,,2019-06-03,0.00000000,-1.50000000,-1.80000000,1.34000000,1.67000000,-0.64862623,-0.77835147,0.57943943,0.72213720,-0.00164005,-0.00196806,0.00146511,0.00182592,0.20788938,0.12640151,0.41570912,0.25000000,0.00000000,0.00000001,0.99999996,0.00000003,0.14552257,0.08848106,0.59099637,0.17500001,-0.06236681,-0.03792045,0.17528725,-0.07499999
2019-07-01,2019-06-30,factor_nonpit_diagnostic_ext2026,b79655d50ba7bb0019811de1d1980f19c009d552a9e5b5977470096d6d22b55c,nonpit_diagnostic,True,0.96644711,True,True,0.50793700,0.18199305,-1.32110109,-0.47793871,1.41663509,0.20000000,-0.40000000,0.80000000,-0.30000000,-0.60000000,4.83000000,0.16206044,0.03355289,0.03355289,0.00000000,bl_blend_applied,,2019-07-01,0.00000000,-1.37000000,-1.41000000,1.15000000,0.90000000,-0.04596745,-0.04730957,0.03858582,0.03019760,-0.00009265,-0.00009536,0.00007777,0.00006087,0.20453584,0.12697706,0.41848710,0.25000000,0.00000178,0.12130713,0.87869090,0.00000019,0.14317562,0.12527608,0.55654824,0.17500006,-0.06136022,-0.00170098,0.13806114,-0.07499994
2019-08-01,2019-07-31,factor_nonpit_diagnostic_ext2026,a752e85f7da1de4c55678f881b58610f2a9dd9780add08e486848c12682c424a,nonpit_diagnostic,True,0.96246240,False,False,,0.36308874,-1.51990579,-0.59867516,1.67342732,,,,,,0.00000000,0.00000000,,,,fallback,no_valid_views,2019-08-01,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20617057,0.12669796,0.41713146,0.25000000,0.20617057,0.12669796,0.41713146,0.25000000,0.20617057,0.12669796,0.41713146,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000
2019-09-02,2019-08-31,factor_nonpit_diagnostic_ext2026,fcda9db960204e38caa21a0527034a55f7d74fb096edbc29fb71b1787df38740,nonpit_diagnostic,True,0.68191206,True,True,0.80653580,0.26084925,-1.72179937,-0.42854264,1.79340018,0.26000000,0.43000000,1.00000000,1.00000000,-1.00000000,6.23000000,1.98168784,0.31808794,0.31808794,0.00000000,non_trading_rebalance_date,rebalance_date_not_in_price_calendar,2019-08-01,,-1.34800000,-1.72600000,1.33600000,1.82000000,-0.42878254,-0.54901978,0.42496548,0.57892004,-0.00137234,-0.00175716,0.00136012,0.00185286,0.19930127,0.12278071,0.42791801,0.25000000,,,,,0.20617057,0.12669796,0.41713146,0.25000000,0.00686930,0.00391725,-0.01078655,0.00000000
2019-10-01,2019-09-30,factor_nonpit_diagnostic_ext2026,23d43bec63037f4a6babc4aecc3d9ce166d75dae6a3a814e48d6f86865c46002,nonpit_diagnostic,True,0.92908999,True,True,0.53851648,0.19986001,-1.58824128,-0.51862942,1.68268561,0.20000000,-0.40000000,0.80000000,-0.50000000,-0.60000000,4.49000000,0.31838596,0.07091001,0.07091001,0.00000000,bl_blend_applied,,2019-10-01,0.00000000,-1.31000000,-1.31000000,1.13000000,0.74000000,-0.09289212,-0.09289212,0.08012832,0.05247341,-0.00019851,-0.00019851,0.00017123,0.00011213,0.19960338,0.12295354,0.42744308,0.25000000,0.00000006,0.01740483,0.98259503,0.00000008,0.13972239,0.09128892,0.59398866,0.17500002,-0.05988100,-0.03166461,0.16654558,-0.07499998
2019-11-01,2019-10-31,factor_nonpit_diagnostic_ext2026,bc5e424a00d6c456b1cc082e39d055ffd3a5d2926c18e10d3771ba0446247b18,nonpit_diagnostic,True,0.73907232,True,True,0.63600314,0.25413906,-1.31977011,-0.40208469,1.40287273,0.25000000,0.40000000,-0.40000000,-0.80000000,-1.00000000,1.04000000,0.27136479,0.26092768,0.26092768,-0.00000000,bl_blend_applied,,2019-11-01,0.00000000,0.28500000,0.13000000,0.18000000,-0.44500000,0.07436439,0.03392060,0.04696698,-0.11611282,0.00018768,0.00008561,0.00011854,-0.00029305,0.19128260,0.12033726,0.43838014,0.25000000,0.65046112,0.00000002,0.34953884,0.00000002,0.32903616,0.08423609,0.41172775,0.17500001,0.13775356,-0.03610117,-0.02665239,-0.07499999
2019-12-02,2019-11-30,factor_nonpit_diagnostic_ext2026,e9505f9ed52a64b62df5213f89a45e7639944c0caad7e86e2cada2c1b802808c,nonpit_diagnostic,True,0.82427587,False,False,,0.64689240,-1.28647506,-0.50544679,1.52609447,,,,,,0.00000000,0.00000000,,,,fallback,no_valid_views,2019-12-02,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18984748,0.11956017,0.44059234,0.25000000,0.18984748,0.11956017,0.44059234,0.25000000,0.18984748,0.11956017,0.44059234,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000
2020-01-02,2019-12-31,factor_nonpit_diagnostic_ext2026,a60c3d20ea4a2bc93d28f0c32d8fd952ada64b9575acf32677fbd5499a989cde,nonpit_diagnostic,True,0.93267017,False,False,,0.87680668,-0.90533675,-0.84764132,1.51885496,,,,,,0.00000000,0.00000000,,,,fallback,no_valid_views,2020-01-02,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18970716,0.11975724,0.44053559,0.25000000,0.18970716,0.11975724,0.44053559,0.25000000,0.18970716,0.11975724,0.44053559,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000
2020-02-03,2020-01-31,factor_nonpit_diagnostic_ext2026,d25d3e8df49459fc18185c776c3d7b760509dc0b628c13c2f466ad98b57436b2,nonpit_diagnostic,True,0.42910456,True,True,0.83565543,1.17338188,-1.19802547,-0.45610526,1.73784984,1.00000000,-0.46000000,-1.00000000,0.80000000,-0.80000000,3.94000000,2.24932804,0.57089544,0.57089544,0.00000000,bl_blend_applied,,2020-02-03,0.00000000,-0.68000000,-1.40000000,0.76400000,1.09600000,-0.38820890,-0.79925362,0.43616412,0.62570140,-0.00128734,-0.00265040,0.00144636,0.00207488,0.18765620,0.11860522,0.44373858,0.25000000,0.00000000,0.00000001,0.99999999,0.00000000,0.13135934,0.08302366,0.61061700,0.17500000,-0.05629686,-0.03558157,0.16687842,-0.07500000
2020-03-02,2020-02-29,factor_nonpit_diagnostic_ext2026,3ef0e2757b15c8558a5f1d00b83584a12ae74b4b911b339a533c365251cc2c74,nonpit_diagnostic,True,0.69254283,False,False,,0.84611810,-0.97829809,0.43219149,1.36373475,,,,,,0.00000000,0.00000000,,,,fallback,no_valid_views,2020-03-02,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18532372,0.11900408,0.44567220,0.25000000,0.18532372,0.11900408,0.44567220,0.25000000,0.18532372,0.11900408,0.44567220,0.25000000,0.00000000,0.00000000,0.00000000,0.00000000
2020-04-01,2020-03-31,factor_nonpit_diagnostic_ext2026,2025f64e247187a3e9d2ea6554d1de921886a216d9162cdfd468defe011a6aa2,nonpit_diagnostic,True,0.69341211,True,True,0.69127419,-0.21747233,-0.53468045,3.25834982,3.30908158,-0.22000000,1.00000000,-0.53000000,-0.50000000,0.90000000,8.02400000,2.46006120,0.30658789,0.30658789,0.00000000,bl_blend_applied,,2020-04-01,0.00000000,2.18000000,2.47300000,-1.44700000,-1.92400000,0.66836159,0.75819184,-0.44363267,-0.58987509,0.00183342,0.00207984,-0.00121695,-0.00161812,0.17829986,0.10940325,0.46229690,0.25000000,0.87776165,0.12223835,0.00000000,0.00000000,0.38813839,0.11325378,0.32360783,0.17500000,0.20983854,0.00385053,-0.13868907,-0.07500000
2020-05-01,2020-04-30,factor_nonpit_diagnostic_ext2026,15a27af836ae7599e8075df1dc861f5acb004dd2b0110a242d6390aec708914b,nonpit_diagnostic,True,0.74430708,True,True,0.86970110,-1.73809160,-0.57293306,2.22060803,2.87755360,-0.87000000,1.00000000,0.29000000,1.00000000,0.97000000,4.65300000,1.18973916,0.25569292,0.25569292,0.00000000,bl_blend_applied,,2020-05-01,0.00000000,1.31100000,1.59500000,-1.27800000,-0.46900000,0.33521342,0.40783021,-0.32677555,-0.11991998,0.00115689,0.00140750,-0.00112777,-0.00041387,0.17363078,0.10949978,0.46686944,0.25000000,0.99999999,0.00000001,0.00000000,0.00000000,0.42154154,0.07664985,0.32680861,0.17500000,0.24791076,-0.03284993,-0.14006083,-0.07500000
2020-06-01,2020-05-31,factor_nonpit_diagnostic_ext2026,4860b32a3080636ad56c7544eb91d07848aa01d9aff9ab818c87b361bef18748,nonpit_diagnostic,True,0.72372537,True,True,0.72625065,-1.90160882,-0.43883389,1.35373628,2.37514067,-1.00000000,1.00000000,0.44000000,0.50000000,-0.44000000,1.87400000,0.51773865,0.27627463,0.27627463,0.00000000,bl_blend_applied,,2020-06-01,0.00000000,0.53400000,0.69000000,-0.62200000,0.02800000,0.14753065,0.19062949,-0.17184282,0.00773569,0.00042518,0.00054938,-0.00049524,0.00002229,0.17349211,0.10991181,0.46659608,0.25000000,0.53685522,0.35005263,0.00001142,0.11308073,0.28250105,0.18195405,0.32662068,0.20892422,0.10900893,0.07204225,-0.13997540,-0.04107578
2020-07-01,2020-06-30,factor_nonpit_diagnostic_ext2026,d4ae9281b75356376770471429698dabc3db0fce5f23f6d5feabe4e89f58a67c,nonpit_diagnostic,True,0.61813663,True,True,0.78124260,-1.27027504,-0.38904973,1.24538757,1.82097462,-1.00000000,1.00000000,-0.39000000,-0.70000000,0.64000000,8.88200000,3.39171044,0.38186337,0.38186337,0.00000000,bl_blend_applied,,2020-07-01,0.00000000,2.20600000,2.73500000,-1.86300000,-2.07800000,0.84239059,1.04439631,-0.71141145,-0.79351208,0.00261155,0.00323781,-0.00220550,-0.00246002,0.17281850,0.10903659,0.46814491,0.25000000,0.99999999,0.00000000,0.00000000,0.00000000,0.42097295,0.07632561,0.32770144,0.17500000,0.24815445,-0.03271098,-0.14044347,-0.07500000
2020-08-03,2020-07-31,factor_nonpit_diagnostic_ext2026,e3aa05b730f11dc2e21ef83e8587168adeb50a34b6a376b4380ab569147fc604,nonpit_diagnostic,True,0.54248043,True,True,0.54400368,-0.94310441,-0.50285879,0.31234484,1.11349548,-0.94000000,0.31000000,0.50000000,-0.30000000,-0.40000000,0.92000000,0.42091801,0.45751957,0.45751957,0.00000000,bl_blend_applied,,2020-08-03,0.00000000,0.04200000,0.35400000,-0.35600000,-0.16800000,0.01921582,0.16196193,-0.16287697,-0.07686329,0.00004148,0.00034963,-0.00035161,-0.00016593,0.17268698,0.10911750,0.46819551,0.25000000,0.42915026,0.09244106,0.47840862,0.00000006,0.24962597,0.10411457,0.47125945,0.17500002,0.07693898,-0.00500293,0.00306393,-0.07499998
2020-09-01,2020-08-31,factor_nonpit_diagnostic_ext2026,fccba069837f03f7a1f6cabd2cd5d7626e8530046b231c91ac7f7a708d52373c,nonpit_diagnostic,True,0.45052104,True,True,0.32790242,-0.60301568,-0.13551637,0.21904688,0.65572413,-0.60000000,-0.14000000,0.22000000,-0.14000000,0.30000000,1.15200000,0.63299976,0.54947896,0.54947896,-0.00000000,bl_blend_applied,,2020-09-01,0.00000000,0.08600000,0.37600000,-0.43400000,-0.25600000,0.04725519,0.20660409,-0.23847387,-0.14066661,0.00006149,0.00026883,-0.00031030,-0.00018304,0.18272618,0.11547249,0.45180133,0.25000000,0.55466000,0.03192588,0.41341394,0.00000019,0.29430632,0.09040851,0.44028511,0.17500006,0.11158015,-0.02506398,-0.01151622,-0.07499994
2020-10-01,2020-09-30,factor_nonpit_diagnostic_ext2026,c533b9fc506ece09ae919f10b265c7f956fc1f58517e3cc650727fc86e4df916,nonpit_diagnostic,True,0.57152751,True,True,0.36671515,-0.50656062,-0.15475020,0.52804694,0.74792035,-0.51000000,0.53000000,-0.15000000,0.00000000,0.33000000,3.85500000,1.65176143,0.42847249,0.42847249,-0.00000000,bl_blend_applied,,2020-10-01,0.00000000,1.00100000,1.20500000,-0.89000000,-0.75900000,0.42890096,0.51630935,-0.38134051,-0.32521062,0.00062414,0.00075134,-0.00055493,-0.00047325,0.18543961,0.11536994,0.44919045,0.25000000,0.99999987,0.00000002,0.00000004,0.00000007,0.42980769,0.08075896,0.31443333,0.17500002,0.24436808,-0.03461098,-0.13475712,-0.07499998
